Provider;John Doe (SMHI)
CaseStudy;European Rivers
ForecastSystem;E-HYPE
ForecastType;Bias Correction 1
ModelVariable;Discharge
ScoreType;Brier Score
ScoreLeadTimeUnit;Month
VerificationPeriod;2000/01/01 2010/12/31
!
LocationID;River_names;Station_names;Latitude;Longitude;Score_Value;LeadTime
8000622;"River 122";"Station 122";46.9543831772171;0.800059414468706;0.862551440329218;3
8000622;"River 122";"Station 122";46.9543831772171;0.800059414468706;0.881810699588477;4
8000622;"River 122";"Station 122";46.9543831772171;0.800059414468706;0.811358024691358;5
8000622;"River 122";"Station 122";46.9543831772171;0.800059414468706;0.799506172839506;6
8000639;"River 123";"Station 123";45.1231616712175;0.55017702979967;0.13968253968254;1
8000639;"River 123";"Station 123";45.1231616712175;0.55017702979967;0.235061728395062;2
8000639;"River 123";"Station 123";45.1231616712175;0.55017702979967;0.262716049382716;3
8000639;"River 123";"Station 123";45.1231616712175;0.55017702979967;0.266008230452675;4
8000639;"River 123";"Station 123";45.1231616712175;0.55017702979967;0.23917695473251;5
8000639;"River 123";"Station 123";45.1231616712175;0.55017702979967;0.260905349794239;6
8000643;"River 124";"Station 124";42.6229018182494;8.27660919399932;0.666190476190476;1
8000643;"River 124";"Station 124";42.6229018182494;8.27660919399932;0.703703703703704;2
8000643;"River 124";"Station 124";42.6229018182494;8.27660919399932;0.703703703703704;3
8000643;"River 124";"Station 124";42.6229018182494;8.27660919399932;0.703703703703704;4
8000643;"River 124";"Station 124";42.6229018182494;8.27660919399932;0.703703703703704;5
8000643;"River 124";"Station 124";42.6229018182494;8.27660919399932;0.703703703703704;6
8000693;"River 125";"Station 125";43.1937012099661;4.86007201950997;0.0758730158730159;1
8000693;"River 125";"Station 125";43.1937012099661;4.86007201950997;0.136625514403292;2
8000693;"River 125";"Station 125";43.1937012099661;4.86007201950997;0.14962962962963;3
8000693;"River 125";"Station 125";43.1937012099661;4.86007201950997;0.185514403292181;4
8000693;"River 125";"Station 125";43.1937012099661;4.86007201950997;0.228477366255144;5
8000693;"River 125";"Station 125";43.1937012099661;4.86007201950997;0.209876543209877;6
8000712;"River 126";"Station 126";47.4451323924586;0.0195982935838401;0.138571428571429;1
8000712;"River 126";"Station 126";47.4451323924586;0.0195982935838401;0.1359670781893;2
8000712;"River 126";"Station 126";47.4451323924586;0.0195982935838401;0.162798353909465;3
8000712;"River 126";"Station 126";47.4451323924586;0.0195982935838401;0.241316872427984;4
8000712;"River 126";"Station 126";47.4451323924586;0.0195982935838401;0.258271604938272;5
8000712;"River 126";"Station 126";47.4451323924586;0.0195982935838401;0.270781893004115;6
8000767;"River 127";"Station 127";48.2948476541787;1.33714267751202;0.0947619047619048;1
8000767;"River 127";"Station 127";48.2948476541787;1.33714267751202;0.0576131687242798;2
8000767;"River 127";"Station 127";48.2948476541787;1.33714267751202;0.146995884773663;3
8000767;"River 127";"Station 127";48.2948476541787;1.33714267751202;0.168888888888889;4
8000767;"River 127";"Station 127";48.2948476541787;1.33714267751202;0.225349794238683;5
8000767;"River 127";"Station 127";48.2948476541787;1.33714267751202;0.220905349794239;6
8000785;"River 128";"Station 128";41.5256269439124;8.03701907163486;0.0638095238095238;1
8000785;"River 128";"Station 128";41.5256269439124;8.03701907163486;0.0472427983539095;2
8000785;"River 128";"Station 128";41.5256269439124;8.03701907163486;0.0411522633744856;3
8000785;"River 128";"Station 128";41.5256269439124;8.03701907163486;0.103703703703704;4
8000785;"River 128";"Station 128";41.5256269439124;8.03701907163486;0.136954732510288;5
8000785;"River 128";"Station 128";41.5256269439124;8.03701907163486;0.193909465020576;6
8000790;"River 129";"Station 129";40.5454925936647;2.05186002189294;0.0571428571428571;1
8000790;"River 129";"Station 129";40.5454925936647;2.05186002189294;0.208230452674897;2
8000790;"River 129";"Station 129";40.5454925936647;2.05186002189294;0.236049382716049;3
8000790;"River 129";"Station 129";40.5454925936647;2.05186002189294;0.187160493827161;4
8000790;"River 129";"Station 129";40.5454925936647;2.05186002189294;0.225843621399177;5
8000790;"River 129";"Station 129";40.5454925936647;2.05186002189294;0.219259259259259;6
8000888;"River 130";"Station 130";44.8457781178877;6.7193426261656;0.0125396825396825;1
8000888;"River 130";"Station 130";44.8457781178877;6.7193426261656;0.134814814814815;2
8000888;"River 130";"Station 130";44.8457781178877;6.7193426261656;0.202469135802469;3
8000888;"River 130";"Station 130";44.8457781178877;6.7193426261656;0.229135802469136;4
8000888;"River 130";"Station 130";44.8457781178877;6.7193426261656;0.201646090534979;5
8000888;"River 130";"Station 130";44.8457781178877;6.7193426261656;0.20559670781893;6
8000894;"River 131";"Station 131";47.5999241205864;2.76253595482558;0.222222222222222;1
8000894;"River 131";"Station 131";47.5999241205864;2.76253595482558;0.301234567901235;2
8000894;"River 131";"Station 131";47.5999241205864;2.76253595482558;0.310123456790123;3
8000894;"River 131";"Station 131";47.5999241205864;2.76253595482558;0.318189300411523;4
8000894;"River 131";"Station 131";47.5999241205864;2.76253595482558;0.346666666666667;5
8000894;"River 131";"Station 131";47.5999241205864;2.76253595482558;0.323127572016461;6
8000906;"River 132";"Station 132";44.2275749496184;6.58701528096572;0.0873015873015873;1
8000906;"River 132";"Station 132";44.2275749496184;6.58701528096572;0.189794238683128;2
8000906;"River 132";"Station 132";44.2275749496184;6.58701528096572;0.203621399176955;3
8000906;"River 132";"Station 132";44.2275749496184;6.58701528096572;0.218930041152263;4
8000906;"River 132";"Station 132";44.2275749496184;6.58701528096572;0.226502057613169;5
8000906;"River 132";"Station 132";44.2275749496184;6.58701528096572;0.173827160493827;6
8000981;"River 133";"Station 133";48.6485999822617;6.49191279662773;0.0414285714285714;1
8000981;"River 133";"Station 133";48.6485999822617;6.49191279662773;0.135308641975309;2
8000981;"River 133";"Station 133";48.6485999822617;6.49191279662773;0.189958847736626;3
8000981;"River 133";"Station 133";48.6485999822617;6.49191279662773;0.243950617283951;4
8000981;"River 133";"Station 133";48.6485999822617;6.49191279662773;0.244609053497942;5
8000981;"River 133";"Station 133";48.6485999822617;6.49191279662773;0.226995884773663;6
8001007;"River 134";"Station 134";44.5865583303384;9.74955818383023;0.0520634920634921;1
8001007;"River 134";"Station 134";44.5865583303384;9.74955818383023;0.134485596707819;2
8001007;"River 134";"Station 134";44.5865583303384;9.74955818383023;0.178271604938272;3
8001007;"River 134";"Station 134";44.5865583303384;9.74955818383023;0.197366255144033;4
8001007;"River 134";"Station 134";44.5865583303384;9.74955818383023;0.219259259259259;5
8001007;"River 134";"Station 134";44.5865583303384;9.74955818383023;0.18880658436214;6
8001030;"River 135";"Station 135";46.626228201203;7.73725752253085;0.134603174603175;1
8001030;"River 135";"Station 135";46.626228201203;7.73725752253085;0.223703703703704;2
8001030;"River 135";"Station 135";46.626228201203;7.73725752253085;0.237530864197531;3
8001030;"River 135";"Station 135";46.626228201203;7.73725752253085;0.220905349794239;4
8001030;"River 135";"Station 135";46.626228201203;7.73725752253085;0.240329218106996;5
8001030;"River 135";"Station 135";46.626228201203;7.73725752253085;0.20641975308642;6
8100107;"River 136";"Station 136";49.9118744698353;2.92089003603905;0.0542857142857143;1
8100107;"River 136";"Station 136";49.9118744698353;2.92089003603905;0.189300411522634;2
8100107;"River 136";"Station 136";49.9118744698353;2.92089003603905;0.209876543209877;3
8100107;"River 136";"Station 136";49.9118744698353;2.92089003603905;0.253497942386831;4
8100107;"River 136";"Station 136";49.9118744698353;2.92089003603905;0.237860082304527;5
8100107;"River 136";"Station 136";49.9118744698353;2.92089003603905;0.240164609053498;6
8100175;"River 137";"Station 137";43.8331894669682;8.24796387925744;0.180793650793651;1
8100175;"River 137";"Station 137";43.8331894669682;8.24796387925744;0.247736625514403;2
8100175;"River 137";"Station 137";43.8331894669682;8.24796387925744;0.262222222222222;3
8100175;"River 137";"Station 137";43.8331894669682;8.24796387925744;0.289876543209877;4
8100175;"River 137";"Station 137";43.8331894669682;8.24796387925744;0.270617283950617;5
8100175;"River 137";"Station 137";43.8331894669682;8.24796387925744;0.255308641975309;6
8104961;"River 138";"Station 138";44.1051454166882;5.65452278358862;0.066031746031746;1
8104961;"River 138";"Station 138";44.1051454166882;5.65452278358862;0.214485596707819;2
8104961;"River 138";"Station 138";44.1051454166882;5.65452278358862;0.268312757201646;3
8104961;"River 138";"Station 138";44.1051454166882;5.65452278358862;0.223868312757202;4
8104961;"River 138";"Station 138";44.1051454166882;5.65452278358862;0.254650205761317;5
8104961;"River 138";"Station 138";44.1051454166882;5.65452278358862;0.239835390946502;6
8105024;"River 139";"Station 139";44.6681999182329;1.44134457688779;0.128095238095238;1
8105024;"River 139";"Station 139";44.6681999182329;1.44134457688779;0.218765432098765;2
8105024;"River 139";"Station 139";44.6681999182329;1.44134457688779;0.278189300411523;3
8105024;"River 139";"Station 139";44.6681999182329;1.44134457688779;0.260740740740741;4
8105024;"River 139";"Station 139";44.6681999182329;1.44134457688779;0.2640329218107;5
8105024;"River 139";"Station 139";44.6681999182329;1.44134457688779;0.261893004115226;6
8105056;"River 140";"Station 140";40.9138916851953;1.41494765644893;0.102222222222222;1
8105056;"River 140";"Station 140";40.9138916851953;1.41494765644893;0.214979423868313;2
8105056;"River 140";"Station 140";40.9138916851953;1.41494765644893;0.261893004115226;3
8105056;"River 140";"Station 140";40.9138916851953;1.41494765644893;0.24477366255144;4
8105056;"River 140";"Station 140";40.9138916851953;1.41494765644893;0.219094650205761;5
8105056;"River 140";"Station 140";40.9138916851953;1.41494765644893;0.245761316872428;6
8105282;"River 141";"Station 141";40.8406340447254;1.80064732208848;0.0736507936507936;1
8105282;"River 141";"Station 141";40.8406340447254;1.80064732208848;0.248888888888889;2
8105282;"River 141";"Station 141";40.8406340447254;1.80064732208848;0.272263374485597;3
8105282;"River 141";"Station 141";40.8406340447254;1.80064732208848;0.254485596707819;4
8105282;"River 141";"Station 141";40.8406340447254;1.80064732208848;0.250041152263374;5
8105282;"River 141";"Station 141";40.8406340447254;1.80064732208848;0.245761316872428;6
8106249;"River 142";"Station 142";41.8495328165591;0.415380927734077;0.146349206349206;1
8106249;"River 142";"Station 142";41.8495328165591;0.415380927734077;0.204279835390947;2
8106249;"River 142";"Station 142";41.8495328165591;0.415380927734077;0.263539094650206;3
8106249;"River 142";"Station 142";41.8495328165591;0.415380927734077;0.227160493827161;4
8106249;"River 142";"Station 142";41.8495328165591;0.415380927734077;0.247736625514403;5
8106249;"River 142";"Station 142";41.8495328165591;0.415380927734077;0.241316872427984;6
8115526;"River 143";"Station 143";40.3970940527506;9.86472161486745;0.073968253968254;1
8115526;"River 143";"Station 143";40.3970940527506;9.86472161486745;0.207572016460905;2
8115526;"River 143";"Station 143";40.3970940527506;9.86472161486745;0.263374485596708;3
8115526;"River 143";"Station 143";40.3970940527506;9.86472161486745;0.221399176954733;4
8115526;"River 143";"Station 143";40.3970940527506;9.86472161486745;0.264526748971193;5
8115526;"River 143";"Station 143";40.3970940527506;9.86472161486745;0.197530864197531;6
8115676;"River 144";"Station 144";44.4983423082158;0.977523645851761;0.178571428571429;1
8115676;"River 144";"Station 144";44.4983423082158;0.977523645851761;0.253991769547325;2
8115676;"River 144";"Station 144";44.4983423082158;0.977523645851761;0.265020576131687;3
8115676;"River 144";"Station 144";44.4983423082158;0.977523645851761;0.266008230452675;4
8115676;"River 144";"Station 144";44.4983423082158;0.977523645851761;0.273415637860082;5
8115676;"River 144";"Station 144";44.4983423082158;0.977523645851761;0.258271604938272;6
8117307;"River 145";"Station 145";43.1555369426496;1.35514532448724;0.207619047619048;1
8117307;"River 145";"Station 145";43.1555369426496;1.35514532448724;0.271934156378601;2
8117307;"River 145";"Station 145";43.1555369426496;1.35514532448724;0.276213991769547;3
8117307;"River 145";"Station 145";43.1555369426496;1.35514532448724;0.275884773662551;4
8117307;"River 145";"Station 145";43.1555369426496;1.35514532448724;0.271275720164609;5
8117307;"River 145";"Station 145";43.1555369426496;1.35514532448724;0.283292181069959;6
8118095;"River 146";"Station 146";46.4353713975288;2.56694559706375;0.192539682539683;1
8118095;"River 146";"Station 146";46.4353713975288;2.56694559706375;0.357037037037037;2
8118095;"River 146";"Station 146";46.4353713975288;2.56694559706375;0.4;3
8118095;"River 146";"Station 146";46.4353713975288;2.56694559706375;0.322633744855967;4
8118095;"River 146";"Station 146";46.4353713975288;2.56694559706375;0.377119341563786;5
8118095;"River 146";"Station 146";46.4353713975288;2.56694559706375;0.368724279835391;6
8118980;"River 147";"Station 147";42.2797566279769;8.20088112493977;0.169206349206349;1
8118980;"River 147";"Station 147";42.2797566279769;8.20088112493977;0.268477366255144;2
8118980;"River 147";"Station 147";42.2797566279769;8.20088112493977;0.32477366255144;3
8118980;"River 147";"Station 147";42.2797566279769;8.20088112493977;0.291028806584362;4
8118980;"River 147";"Station 147";42.2797566279769;8.20088112493977;0.326913580246914;5
8118980;"River 147";"Station 147";42.2797566279769;8.20088112493977;0.316378600823045;6
8119188;"River 148";"Station 148";42.5628433632664;6.19515163358301;0.192380952380952;1
8119188;"River 148";"Station 148";42.5628433632664;6.19515163358301;0.221069958847737;2
8119188;"River 148";"Station 148";42.5628433632664;6.19515163358301;0.24641975308642;3
8119188;"River 148";"Station 148";42.5628433632664;6.19515163358301;0.224855967078189;4
8119188;"River 148";"Station 148";42.5628433632664;6.19515163358301;0.262222222222222;5
8119188;"River 148";"Station 148";42.5628433632664;6.19515163358301;0.202469135802469;6
8122588;"River 149";"Station 149";49.3694176804274;8.25544032268226;0.10984126984127;1
8122588;"River 149";"Station 149";49.3694176804274;8.25544032268226;0.254979423868313;2
8122588;"River 149";"Station 149";49.3694176804274;8.25544032268226;0.24082304526749;3
8122588;"River 149";"Station 149";49.3694176804274;8.25544032268226;0.258600823045267;4
8122588;"River 149";"Station 149";49.3694176804274;8.25544032268226;0.244444444444444;5
8122588;"River 149";"Station 149";49.3694176804274;8.25544032268226;0.220082304526749;6
8123037;"River 150";"Station 150";42.5155105441809;7.00354829197749;0.132380952380952;1
8123037;"River 150";"Station 150";42.5155105441809;7.00354829197749;0.242139917695473;2
8123037;"River 150";"Station 150";42.5155105441809;7.00354829197749;0.220905349794239;3
8123037;"River 150";"Station 150";42.5155105441809;7.00354829197749;0.245267489711934;4
8123037;"River 150";"Station 150";42.5155105441809;7.00354829197749;0.236378600823045;5
8123037;"River 150";"Station 150";42.5155105441809;7.00354829197749;0.256954732510288;6
8123568;"River 151";"Station 151";45.4610072704963;5.00947262393311;0.27968253968254;1
8123568;"River 151";"Station 151";45.4610072704963;5.00947262393311;0.287407407407407;2
8123568;"River 151";"Station 151";45.4610072704963;5.00947262393311;0.296625514403292;3
8123568;"River 151";"Station 151";45.4610072704963;5.00947262393311;0.291687242798354;4
8123568;"River 151";"Station 151";45.4610072704963;5.00947262393311;0.291851851851852;5
8123568;"River 151";"Station 151";45.4610072704963;5.00947262393311;0.296296296296296;6
8125604;"River 152";"Station 152";45.6403044052422;2.26608060998842;0.225396825396825;1
8125604;"River 152";"Station 152";45.6403044052422;2.26608060998842;0.225349794238683;2
8125604;"River 152";"Station 152";45.6403044052422;2.26608060998842;0.255473251028807;3
8125604;"River 152";"Station 152";45.6403044052422;2.26608060998842;0.242798353909465;4
8125604;"River 152";"Station 152";45.6403044052422;2.26608060998842;0.227160493827161;5
8125604;"River 152";"Station 152";45.6403044052422;2.26608060998842;0.257777777777778;6
8127850;"River 153";"Station 153";43.4998202649876;3.64555778214708;0.21031746031746;1
8127850;"River 153";"Station 153";43.4998202649876;3.64555778214708;0.285925925925926;2
8127850;"River 153";"Station 153";43.4998202649876;3.64555778214708;0.287242798353909;3
8127850;"River 153";"Station 153";43.4998202649876;3.64555778214708;0.257283950617284;4
8127850;"River 153";"Station 153";43.4998202649876;3.64555778214708;0.334814814814815;5
8127850;"River 153";"Station 153";43.4998202649876;3.64555778214708;0.297448559670782;6
8200024;"River 154";"Station 154";45.4877615324222;1.47249962203205;0.0274603174603175;1
8200024;"River 154";"Station 154";45.4877615324222;1.47249962203205;0.0521810699588477;2
8200024;"River 154";"Station 154";45.4877615324222;1.47249962203205;0.184362139917695;3
8200024;"River 154";"Station 154";45.4877615324222;1.47249962203205;0.182551440329218;4
8200024;"River 154";"Station 154";45.4877615324222;1.47249962203205;0.223868312757202;5
8200024;"River 154";"Station 154";45.4877615324222;1.47249962203205;0.280987654320988;6
8200134;"River 155";"Station 155";48.4090704005212;6.37721814215183;0.0420634920634921;1
8200134;"River 155";"Station 155";48.4090704005212;6.37721814215183;0.034238683127572;2
8200134;"River 155";"Station 155";48.4090704005212;6.37721814215183;0.18238683127572;3
8200134;"River 155";"Station 155";48.4090704005212;6.37721814215183;0.190617283950617;4
8200134;"River 155";"Station 155";48.4090704005212;6.37721814215183;0.227160493827161;5
8200134;"River 155";"Station 155";48.4090704005212;6.37721814215183;0.254814814814815;6
8200140;"River 156";"Station 156";43.2106988551095;4.19712079456076;0.0942857142857143;1
8200140;"River 156";"Station 156";43.2106988551095;4.19712079456076;0.0729218106995885;2
8200140;"River 156";"Station 156";43.2106988551095;4.19712079456076;0.101399176954733;3
8200140;"River 156";"Station 156";43.2106988551095;4.19712079456076;0.189465020576132;4
8200140;"River 156";"Station 156";43.2106988551095;4.19712079456076;0.235390946502058;5
8200140;"River 156";"Station 156";43.2106988551095;4.19712079456076;0.2959670781893;6
8200166;"River 157";"Station 157";43.3693352201954;0.234316717833281;0.126349206349206;1
8200166;"River 157";"Station 157";43.3693352201954;0.234316717833281;0.11522633744856;2
8200166;"River 157";"Station 157";43.3693352201954;0.234316717833281;0.167736625514403;3
8200166;"River 157";"Station 157";43.3693352201954;0.234316717833281;0.197037037037037;4
8200166;"River 157";"Station 157";43.3693352201954;0.234316717833281;0.246748971193416;5
8200166;"River 157";"Station 157";43.3693352201954;0.234316717833281;0.215473251028807;6
8200208;"River 158";"Station 158";44.332891528029;5.66069563152269;0.0517460317460317;1
8200208;"River 158";"Station 158";44.332891528029;5.66069563152269;0.0464197530864198;2
8200208;"River 158";"Station 158";44.332891528029;5.66069563152269;0.184691358024691;3
8200208;"River 158";"Station 158";44.332891528029;5.66069563152269;0.21843621399177;4
8200208;"River 158";"Station 158";44.332891528029;5.66069563152269;0.259753086419753;5
8200208;"River 158";"Station 158";44.332891528029;5.66069563152269;0.267160493827161;6
8200266;"River 159";"Station 159";48.3699224842712;6.5096901007928;0.0633333333333333;1
8200266;"River 159";"Station 159";48.3699224842712;6.5096901007928;0.0867489711934157;2
8200266;"River 159";"Station 159";48.3699224842712;6.5096901007928;0.205761316872428;3
8200266;"River 159";"Station 159";48.3699224842712;6.5096901007928;0.254156378600823;4
8200266;"River 159";"Station 159";48.3699224842712;6.5096901007928;0.26238683127572;5
8200266;"River 159";"Station 159";48.3699224842712;6.5096901007928;0.269794238683128;6
8200411;"River 160";"Station 160";44.0749140596017;9.05106429709122;0.0376190476190476;1
8200411;"River 160";"Station 160";44.0749140596017;9.05106429709122;0.0539917695473251;2
8200411;"River 160";"Station 160";44.0749140596017;9.05106429709122;0.17201646090535;3
8200411;"River 160";"Station 160";44.0749140596017;9.05106429709122;0.173991769547325;4
8200411;"River 160";"Station 160";44.0749140596017;9.05106429709122;0.206584362139918;5
8200411;"River 160";"Station 160";44.0749140596017;9.05106429709122;0.234897119341564;6
8200466;"River 161";"Station 161";42.2344377823174;6.24225493520498;0.043015873015873;1
8200466;"River 161";"Station 161";42.2344377823174;6.24225493520498;0.100740740740741;2
8200466;"River 161";"Station 161";42.2344377823174;6.24225493520498;0.215308641975309;3
8200466;"River 161";"Station 161";42.2344377823174;6.24225493520498;0.225185185185185;4
8200466;"River 161";"Station 161";42.2344377823174;6.24225493520498;0.265679012345679;5
8200466;"River 161";"Station 161";42.2344377823174;6.24225493520498;0.290205761316872;6
8200610;"River 162";"Station 162";41.4884128188714;2.71746615879238;0.0698412698412698;1
8200610;"River 162";"Station 162";41.4884128188714;2.71746615879238;0.0281481481481481;2
8200610;"River 162";"Station 162";41.4884128188714;2.71746615879238;0.158683127572016;3
8200610;"River 162";"Station 162";41.4884128188714;2.71746615879238;0.210864197530864;4
8200610;"River 162";"Station 162";41.4884128188714;2.71746615879238;0.228477366255144;5
8200610;"River 162";"Station 162";41.4884128188714;2.71746615879238;0.259423868312757;6
8200684;"River 163";"Station 163";40.8687253622338;2.26711780764163;0.0946031746031746;1
8200684;"River 163";"Station 163";40.8687253622338;2.26711780764163;0.0725925925925926;2
8200684;"River 163";"Station 163";40.8687253622338;2.26711780764163;0.155061728395062;3
8200684;"River 163";"Station 163";40.8687253622338;2.26711780764163;0.202304526748971;4
8200684;"River 163";"Station 163";40.8687253622338;2.26711780764163;0.247242798353909;5
8200684;"River 163";"Station 163";40.8687253622338;2.26711780764163;0.306008230452675;6
8201013;"River 164";"Station 164";46.0855307383463;3.95530166570097;0.0684126984126984;1
8201013;"River 164";"Station 164";46.0855307383463;3.95530166570097;0.141893004115226;2
8201013;"River 164";"Station 164";46.0855307383463;3.95530166570097;0.197201646090535;3
8201013;"River 164";"Station 164";46.0855307383463;3.95530166570097;0.245432098765432;4
8201013;"River 164";"Station 164";46.0855307383463;3.95530166570097;0.226502057613169;5
